pathway,processes,12858.0BR.3.R1.fastq.gz,12858.0KC.2.R1.fastq.gz,12858.0MR.4.R1.fastq.gz,12858.0TB.1.R1.fastq.gz,12858.10BR.49.R1.fastq.gz,12858.10KC.47.R1.fastq.gz,12858.10MR.50.R1.fastq.gz,12858.10TB.46.R1.fastq.gz,12858.11BR.52.R1.fastq.gz,12858.11KC.51.R1.fastq.gz,12858.11MR.53.R1.fastq.gz,12858.11TB.81.R1.fastq.gz,12858.12BR.56.R1.fastq.gz,12858.12KC.55.R1.fastq.gz,12858.12MR.57.R1.fastq.gz,12858.12TB.54.R1.fastq.gz,12858.13BR.60.R1.fastq.gz,12858.13KC.59.R1.fastq.gz,12858.13MR.61.R1.fastq.gz,12858.13TB.58.R1.fastq.gz,12858.14BR.64.R1.fastq.gz,12858.14KC.63.R1.fastq.gz,12858.14MR.65.R1.fastq.gz,12858.14TB.62.R1.fastq.gz,12858.15BR.68.R1.fastq.gz,12858.15KC.67.R1.fastq.gz,12858.15MR.69.R1.fastq.gz,12858.15TB.66.R1.fastq.gz,12858.16BR.72.R1.fastq.gz,12858.16KC.71.R1.fastq.gz,12858.16MR.73.R1.fastq.gz,12858.16TB.70.R1.fastq.gz,12858.17BR.76.R1.fastq.gz,12858.17KC.75.R1.fastq.gz,12858.17MR.77.R1.fastq.gz,12858.17TB.74.R1.fastq.gz,12858.18BR.82.R1.fastq.gz,12858.18KC.79.R1.fastq.gz,12858.18MR.83.R1.fastq.gz,12858.18TB.78.R1.fastq.gz,12858.19BR.86.R1.fastq.gz,12858.19KC.85.R1.fastq.gz,12858.19MR.87.R1.fastq.gz,12858.19TB.84.R1.fastq.gz,12858.1BR.7.R1.fastq.gz,12858.1KC.6.R1.fastq.gz,12858.1MR.8.R1.fastq.gz,12858.1TB.5.R1.fastq.gz,12858.20BR.90.R1.fastq.gz,12858.20KC.89.R1.fastq.gz,12858.20MR.91.R1.fastq.gz,12858.20TB.88.R1.fastq.gz,12858.21BR.94.R1.fastq.gz,12858.21KC.93.R1.fastq.gz,12858.21MR.95.R1.fastq.gz,12858.21TB.92.R1.fastq.gz,12858.22BR.98.R1.fastq.gz,12858.22KC.97.R1.fastq.gz,12858.22MR.99.R1.fastq.gz,12858.22TB.96.R1.fastq.gz,12858.23BR.102.R1.fastq.gz,12858.23KC.101.R1.fastq.gz,12858.23MR.103.R1.fastq.gz,12858.23TB.100.R1.fastq.gz,12858.24BR.106.R1.fastq.gz,12858.24KC.105.R1.fastq.gz,12858.24MR.107.R1.fastq.gz,12858.24TB.104.R1.fastq.gz,12858.2ABR.15.R1.fastq.gz,12858.2AKC.10.R1.fastq.gz,12858.2AMR.12.R1.fastq.gz,12858.2ATB.9.R1.fastq.gz,12858.2BBR.11.R1.fastq.gz,12858.2BKC.14.R1.fastq.gz,12858.2BMR.16.R1.fastq.gz,12858.2BTB.13.R1.fastq.gz,12858.3BR.19.R1.fastq.gz,12858.3KC.18.R1.fastq.gz,12858.3MR.20.R1.fastq.gz,12858.3TB.17.R1.fastq.gz,12858.4BR.23.R1.fastq.gz,12858.4KC.22.R1.fastq.gz,12858.4MR.25.R1.fastq.gz,12858.4TB.21.R1.fastq.gz,12858.5BR.28.R1.fastq.gz,12858.5KC.27.R1.fastq.gz,12858.5MR.29.R1.fastq.gz,12858.5TB.26.R1.fastq.gz,12858.6BR.32.R1.fastq.gz,12858.6KC.31.R1.fastq.gz,12858.6MR.33.R1.fastq.gz,12858.6TB.30.R1.fastq.gz,12858.7BR.36.R1.fastq.gz,12858.7KC.35.R1.fastq.gz,12858.7MR.37.R1.fastq.gz,12858.7TB.34.R1.fastq.gz,12858.8BR.40.R1.fastq.gz,12858.8KC.39.R1.fastq.gz,12858.8MR.41.R1.fastq.gz,12858.8TB.38.R1.fastq.gz,12858.9BR.44.R1.fastq.gz,12858.9KC.43.R1.fastq.gz,12858.9MR.45.R1.fastq.gz,12858.9TB.42.R1.fastq.gz
P164-PWY,purine-nucleobases-degradation-I-(anaerobic),9688.529802,3520.500828,5616.226877,21223.66274,8117.227359,2432.139077,5866.46521,7667.130607,5689.531791,261.2804392,5916.63145,11693.61509,4161.062618,222.2912734,4029.3848,3194.310249,5726.032349,213.6591427,1034.615685,5959.282732,4953.4965,480.5457864,4485.882707,4877.647383,6568.324177,211.7266379,2557.505079,9369.396365,9721.10636,0,398.6284405,5735.607582,4949.544036,1095.740684,4877.411429,13621.50791,3509.57724,47.89451298,5904.94756,15918.00308,7535.756039,1523.716264,1697.118373,11339.088,11242.73904,718.7424418,1558.237546,8193.255991,3957.052215,1379.945629,13037.87112,13104.85829,4931.174064,1155.909479,2681.827476,6293.678153,4938.704904,1094.169361,4599.957406,11779.54852,7017.747586,119.8207813,4494.747836,12588.76185,14399.45579,0,4796.460204,8908.408984,10443.9506,4500.406622,3671.07813,12199.00228,11908.13529,318.2421931,3119.446566,19190.99986,13390.57735,890.9977859,7326.779336,9381.976855,11192.77905,2007.892473,9104.560791,7682.16145,543.3454625,1343.798481,6717.694414,7745.015517,8321.825164,751.9489682,3831.874362,11276.18383,5370.687609,0,7030.691093,3368.277568,10574.68824,1189.673303,11292.56616,12165.69729,15558.20571,0,4812.282888,6809.357265
P184-PWY,protocatechuate-degradation-I-(meta-cleavage-pathway),750.6791708,1200.767481,176.8126021,963.3073276,603.3493758,1480.688956,0,215.8331195,411.209776,765.5737333,885.3099873,1764.021301,318.3890452,846.0349543,704.961094,317.8144875,435.1293459,649.5002069,33.8874583,180.6677914,156.3410116,858.7243994,540.8016514,89.05799756,194.2575549,1289.31082,232.6362526,531.7438386,423.3066205,1771.655738,355.914712,315.4193737,704.9280099,1903.879348,372.8963302,2135.246613,566.121221,1255.880754,734.0694566,1624.42279,958.5735256,2474.267953,1079.853543,1022.559125,441.3700189,3034.533054,144.722449,569.0779633,902.4060776,1607.689563,563.7224913,862.6529043,1896.20824,1364.895509,760.1203385,106.3389632,1226.465094,1415.824259,1487.385391,728.4786706,400.3095482,712.3757917,548.1834478,989.0376783,1271.747011,1805.740296,1421.45436,490.5432615,962.3657165,699.4876056,508.366264,657.3173609,178.6977979,511.7304319,269.8961127,1015.498664,1309.032069,819.8802506,260.0121777,1214.662943,756.8842467,3429.725487,1261.023923,1642.38047,633.1962349,1969.140139,929.1135206,1090.056177,730.0288209,2502.375739,518.710931,1405.834531,355.73526,2881.532237,2178.833958,0,287.4557771,2969.854196,1370.735202,1025.417948,186.9008137,1434.832644,1653.320134,197.8674856
P221-PWY,octane-oxidation,14477.1729,5721.833168,3402.741971,8643.561922,7730.96881,18303.39884,3998.248368,2004.524567,5196.677455,9230.720331,7906.305792,8154.702817,5557.909831,11639.39077,4683.626511,2611.307058,4032.350586,6262.169138,26696.02135,1144.573057,5901.449952,8709.32512,9946.463906,1034.471525,7091.038634,20091.70836,4992.29215,5275.821237,12234.91902,22507.59989,9104.958402,3123.085115,11731.91366,18457.64574,13781.58118,9216.612102,7216.748883,17869.06666,10085.3895,8500.187099,14360.68391,18157.34433,12087.2101,6358.582206,6432.893318,13762.77975,8778.209278,3808.80505,8244.426105,27202.92076,12096.27187,10181.3452,9969.6113,34147.86828,10499.4748,1663.993101,8057.990896,21433.73361,9185.275679,4477.292913,9359.040344,43124.59732,10787.13485,7796.280412,7389.443062,35393.08307,9761.821101,5374.737442,10053.33572,3433.098214,7113.826044,5625.085323,7945.790234,45847.83587,4495.336676,8540.863157,9459.256954,4991.262331,4274.780435,5310.799709,8062.82517,17936.0137,7970.195825,9529.304682,10229.99483,13048.25272,4951.90184,8020.110312,11440.34956,15509.96335,3387.639715,8998.33445,5131.792598,42924.76411,15030.54668,3577.158862,3362.4488,52938.24716,5018.99148,6938.161378,7037.983794,14851.26971,6769.61131,4111.51437
P23-PWY,reductive-TCA-cycle-I,19412.28569,5136.921046,8203.23417,16348.53898,15297.38852,9161.08213,13717.25231,11752.94265,13250.07362,1713.362172,12860.73499,20445.014,9556.457993,6175.77288,10315.26291,8029.181807,11038.46602,3629.598339,1599.461122,9630.218129,12143.26286,4399.464946,11589.70656,10953.70482,9439.345347,5015.135676,8314.779789,14532.50061,14776.04749,4942.859854,3084.402749,9802.113073,7871.714902,5707.439261,9573.563824,21846.07045,8968.902031,5897.240997,14395.94015,23265.93214,16984.17851,7823.395228,10651.21901,15310.54413,19388.59592,6650.589161,8176.521398,13188.83052,13662.86951,6719.605622,27585.66293,20681.94378,15129.75407,6022.150431,12804.88078,11468.41927,17241.25628,7178.961876,12939.16631,19147.1084,15048.05242,454.0646882,15613.50194,23166.12074,22193.79372,4732.648578,13871.30962,15583.44089,22948.10531,9972.425538,9372.27278,15962.45479,22977.72963,592.726345,15745.59187,24595.2227,21519.11661,4454.7943,13696.17285,17606.69064,17936.37552,10828.46876,14871.83376,14974.14392,2927.553624,14647.67635,13368.2073,11268.29087,20991.42042,8937.265262,11388.30348,19144.51238,12469.92088,8939.207457,20896.87193,6542.769829,14489.3771,10037.3434,22214.17152,21990.09336,16161.976,4776.556886,15815.0409,9405.042239
P261-PWY,coenzyme-M-biosynthesis-I,0,0,0,0,0,363.7359213,0,0,0,0,0,0,158.7489934,0,0,0,0,0,0,0,0,0,0,0,0,320.7238648,0,318.4825948,0,0,0,0,0,278.2161477,0,0,0,332.1821003,0,0,0,0,0,0,0,0,0,0,0,104.2216634,0,0,0,0,0,0,0,133.50683,0,142.4879001,0,117.001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0474449,0,0,0,251.4650823,0,0,0,547.139812,0,0,0,438.4871966,0,0,0,277.269727,0,0
P281-PWY,3-phenylpropanoate-degradation,2120.857727,1317.851486,231.5117498,1622.860291,0,537.0731267,29.84653369,378.623064,340.3812518,496.8048773,546.2338095,2814.475121,1003.521238,856.4533991,296.2665379,796.579518,469.0133309,502.9388658,0,243.7554881,220.466047,1078.171688,1097.114077,110.3474107,276.948884,2026.661051,254.8419893,1083.382763,956.2969093,2097.190669,0,1125.48092,1315.246289,1342.78448,721.2220228,3548.110138,412.9901096,514.7793387,510.0511692,2834.621573,2651.988736,2591.948329,193.5974146,1800.117464,1665.160228,3285.622183,679.4454085,769.1855205,193.8420588,1904.920504,970.8949166,1714.448918,0,2032.784908,205.0338174,137.9468927,2419.15045,981.06369,478.3395017,1479.40584,617.7005967,1588.964107,0,2443.108885,2358.420794,1944.642988,2477.656901,1331.926417,2837.34428,1207.312186,1011.145931,1439.21735,1277.269427,0,363.2308698,2156.782966,3207.116143,964.7415248,59.22718275,1905.11675,2016.983323,1998.465078,2357.056907,3530.10932,1199.673248,1352.478728,202.1335715,2409.187423,325.4037962,1221.239705,0,2053.666733,435.93081,1136.288921,3556.807048,457.6645342,379.9453439,1601.77802,1167.279257,2452.775828,0,132.8384604,0,267.2198296
P341-PWY,glycolysis-V-(Pyrococcus),320.7752501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.1629216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.8389764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.46875658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P381-PWY,adenosylcobalamin-biosynthesis-II-(late-cobalt-incorporation),3992.618104,0,1099.938401,5472.512203,3821.960215,4554.595099,2732.755593,4646.312646,2990.300821,1797.743871,4477.213837,5934.694244,1857.145977,959.9384879,3001.888411,1243.229701,1646.359247,0,1154.566111,3949.408953,3940.081681,1185.320643,4458.584023,3744.397471,1428.964398,867.3783114,1362.825817,3882.591791,2468.716611,0,1411.41523,1857.472009,3936.589149,147.664822,5453.69896,4701.539718,2666.682024,0,5420.905818,7194.994057,2713.380162,0,3388.868833,2207.119564,6945.105828,0,925.6988704,4013.546949,4901.605519,1023.57141,7920.272935,3719.051528,5384.135539,680.5625254,5596.081485,2934.712414,2878.096958,315.2082079,5531.682556,7277.515399,4327.651612,269.9577134,6242.907797,6409.964086,6393.704641,0,5402.597055,1145.360678,2762.166286,366.7031092,2033.671643,0,6003.080768,251.4151359,2724.765146,4659.284213,6004.121349,376.3160798,3546.141594,4808.675649,4259.60591,1348.652529,2880.040573,1344.90872,318.7188788,1621.402632,4028.577513,2193.392313,5378.714324,355.5580014,2611.484621,5481.831309,2913.52701,5457.467533,5977.455402,1657.531059,6046.137023,3775.073638,5966.991818,6930.338644,3600.001644,1801.722096,6927.421287,2443.155364
P4-PWY,superpathway-of-L-lysine-L-threonine-and-L-methionine-biosynthesis-I,26638.03445,11316.77153,9958.837823,14168.59293,21916.46479,27089.70487,20514.10729,12037.04138,18908.71381,17789.95884,24844.82561,19503.90387,13374.68254,24948.86231,15512.39947,11096.99203,12912.26976,17155.38839,13258.64277,8205.124021,15646.24278,18093.08637,19362.53586,9869.028328,16700.94278,22314.11314,13724.28983,14691.48649,20099.09322,24573.03815,16387.32578,9047.952165,15807.79839,24521.17439,27479.86797,18020.52122,15056.87229,18175.39158,27830.74785,21252.69729,24743.44224,32430.38916,26478.00676,10027.18035,20975.78146,26282.58908,19497.16302,12868.4453,25173.50746,27173.84576,32050.1861,19588.27923,27375.29488,34080.58385,32664.49595,13024.31416,24321.8538,31499.61572,28465.36342,18204.78032,26831.42325,30887.64861,32829.87459,26044.36633,24906.69736,31264.91666,28678.50794,15022.0226,31500.50231,13239.88882,15561.81295,13487.33181,22701.66605,28930.61195,17107.03248,20342.36435,23960.90209,25350.4247,17401.46939,15090.0313,19873.20502,35263.01534,18598.98761,15261.17564,8606.623965,30699.1156,22520.82784,14922.03345,23958.76301,24570.85758,17610.90023,16657.44016,14796.30524,36593.06882,31830.83069,6972.113097,14254.72066,38041.25794,23974.05147,21363.7703,14970.96378,23804.42417,23321.62364,9350.415845
P42-PWY,incomplete-reductive-TCA-cycle,24147.55671,6738.006974,8282.068142,21919.53031,16218.51109,9064.747341,13811.93302,17167.22424,12657.54141,3421.69916,13767.49892,23414.76255,11423.77477,6108.621044,11132.66074,10011.03107,11585.32275,3822.204647,3360.310813,14717.73082,12851.97051,5633.015284,15780.78626,14805.32911,9308.66803,11784.55578,8237.491005,16049.90053,17015.09633,10684.97405,7897.798373,11334.94247,10391.7569,7265.522471,10742.37873,22529.14356,8671.742459,7169.128996,16721.64185,25324.88946,19949.46498,13521.05151,10767.49064,17254.06894,23980.31151,7456.412365,10204.99809,16052.42779,14804.48797,11756.68526,30111.40107,22192.34582,14832.18012,15338.02076,21024.37951,17711.3405,17582.84493,10645.60283,15721.89286,25510.61352,16540.92869,8449.19271,15863.08008,27222.14089,23474.88165,16485.37128,17795.09268,19665.85,28637.0466,23674.72657,9936.946402,20368.83627,23865.13472,1661.663105,33615.88429,29673.44189,23574.35242,15648.31295,15593.93063,20174.47515,17973.91238,16067.03806,15198.1522,16769.42763,4038.610202,15156.65503,13288.59166,12050.2515,21678.64684,8796.389971,11818.80451,19361.54668,20058.7098,12320.40495,20405.51381,6437.134011,19087.77991,12190.56009,20681.12255,26980.06148,17144.15386,4725.19302,14501.84679,10296.07055
P441-PWY,superpathway-of-N-acetylneuraminate-degradation,10871.17073,4548.435065,5993.093902,12110.48246,14864.90536,13193.47199,16587.72406,12505.1241,11855.24127,9853.947271,17993.38037,14696.80887,9072.215026,11530.07829,11198.45725,9032.2029,7480.305808,8547.880901,4711.770122,4999.007272,10442.28498,7164.111355,12946.42318,6975.212339,9758.090755,9569.211549,10820.85933,10123.63267,13589.15865,5908.010483,7700.287155,7806.551834,9103.963108,10942.28157,13141.04204,14103.80213,6145.147487,7572.438093,16715.35202,9169.140974,12283.12452,17184.86877,11645.86403,13781.39846,14245.26777,6883.196939,8188.703771,12880.72206,12160.76231,11820.66175,19590.10015,11775.61498,11278.97789,12754.71517,19138.78033,12590.54538,11743.15249,11264.12099,16490.76331,11048.59194,16857.60529,4886.521523,17364.68991,18459.02303,17673.02341,11279.59459,16197.766,13410.27337,12816.65486,14885.41686,8341.785102,9275.227018,11493.75191,1624.049354,19457.32546,10043.08748,12592.30862,9179.063273,11722.31411,13617.30268,11525.83324,12301.58089,12653.61544,12740.13383,3727.399483,12909.85089,15513.42346,8537.026493,17578.59981,5041.344076,13851.93462,12684.91592,14403.8612,12599.54126,20615.18496,4386.062773,6685.102357,13991.97306,17731.55419,18226.25885,8060.064239,10052.28163,16458.91645,5633.640999
P461-PWY,hexitol-fermentation-to-lactate-formate-ethanol-and-acetate,5447.159465,1296.019052,2626.173447,1120.538209,7925.366756,6870.173753,10974.1247,1629.350132,5019.585762,2681.882682,6521.242922,4691.720655,5941.680663,5884.091672,4427.737447,2728.614122,4835.742422,2918.293393,2499.142674,585.315436,4378.150877,4170.448541,7794.815052,1499.648039,4215.118511,5180.983679,6855.549986,4445.70724,7378.166304,2654.682168,5921.027911,3899.732013,3777.560102,4102.061718,5609.415534,5159.937017,4423.173904,4197.805759,7499.026024,3248.8472,5900.145755,5675.064267,7944.83372,8069.917942,6509.318691,5507.760867,6774.360572,6495.581025,7549.736876,5328.275143,8705.261377,5872.695977,5976.471466,4051.026107,10682.91091,6987.678466,5183.538559,5435.598645,9865.89764,3347.028224,6007.221671,2134.631045,7415.199481,7233.161309,5614.093992,3558.180003,8314.897215,6223.087618,16049.4707,11542.54509,5948.569028,3814.199604,4999.441896,721.6843248,14424.2972,6905.493699,5880.925661,16064.34823,6296.010365,8002.676537,5342.226697,11344.78598,8684.26167,6080.078069,3011.845862,10877.40181,4322.33474,2574.811477,9503.501607,7390.341306,4700.694091,4649.070335,10653.89478,7044.228272,11776.59077,2445.184808,2279.805141,8728.542706,10018.33921,11029.08299,3242.382269,6044.846863,8545.605464,2315.209221
P562-PWY,myo-inositol-degradation-I,5847.887393,2772.376117,1959.242576,3801.674393,3057.471643,6774.553111,1783.175391,918.2008186,2149.78778,2361.684393,3152.850558,4539.843462,1903.785933,2964.22989,2269.214468,941.3174964,1840.932168,3331.897736,1489.724479,1703.956914,2004.766993,2530.960576,2479.585222,2158.571936,2557.858776,6096.282684,2202.628046,2137.250062,4264.248019,8057.022143,3685.459376,1669.081386,2271.392281,7487.888779,4084.94318,5601.489411,2148.931085,5951.911436,3466.204556,4331.046321,4885.210216,6533.582531,3895.652695,3064.709346,3510.637514,3861.700219,3385.729627,2310.866695,3676.870448,9820.113463,4784.532694,4535.162674,3474.584547,9571.91196,3953.197957,1312.867664,4270.447372,8990.228413,4350.007299,3317.096778,3184.537169,7722.475831,3676.527768,3941.879226,3683.216502,14100.46244,5088.113458,2864.09614,4658.706666,1386.128924,2762.035735,3838.990888,3234.129518,28334.46981,1278.264203,3128.50694,6026.099606,2394.915131,2706.961504,3328.929963,3285.976265,10391.62883,4072.470176,5093.501754,1841.7992,6395.566309,3176.482254,3580.599737,2340.75447,8947.440459,1350.265951,3079.837143,1659.364169,11936.85879,7295.941426,1105.029853,2680.554447,14043.10532,4831.464703,3726.489347,2591.68762,3311.762162,5183.868026,1339.804785
P621-PWY,nylon-6-oligomer-degradation,0,0,0,477.0736842,0,269.7955801,0,0,0,0,0,0,195.3022752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.61318164,0,0,0,0,0,0,0,0,0,0,0,107.457449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.4666164,0,369.7595253,0,0,0,0,0,0,0,0,400.1332617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANTO-PWY,phosphopantothenate-biosynthesis-I,28935.67654,13908.39222,8499.323791,19710.57921,20071.92052,26450.55112,19163.66366,16380.23309,18471.63696,16429.31475,20484.19803,22692.00497,14233.48851,23622.3357,13754.97042,10154.72109,13184.79296,15537.38562,23989.15446,8755.644255,15055.76209,16200.91461,20378.17179,9435.710087,16364.86171,22240.18969,13329.91471,16656.68627,20888.2922,24998.07938,16145.56689,12020.66128,15540.17947,24343.088,23065.53919,22746.22708,14564.56828,17394.73176,27228.82288,24384.70804,26111.66141,32744.91196,25558.08221,20131.83165,21495.09826,27348.89295,18148.13026,16783.10717,24600.27719,27297.45431,33094.8122,24230.95133,24933.41054,34322.11832,32754.51194,17894.64746,29178.09303,31408.30806,26137.21057,20886.2732,24556.40797,45721.05815,28689.18418,28586.54909,23861.75846,32616.71613,27015.07318,21752.59719,31140.41368,24044.52266,14754.19049,16463.70522,25788.90571,40517.48879,31950.25946,25199.80166,25124.74071,12779.58733,16725.01325,18936.1688,20504.15646,32478.95559,18687.94969,22325.23362,10910.46438,30309.72292,17832.83689,15990.22937,26316.97281,23543.69817,14691.05072,21624.94456,20870.44068,34875.55952,30798.53466,7728.530529,16631.45101,38117.07152,21644.89517,25712.70174,16625.2966,23409.69571,20485.82753,11427.03047
PANTOSYN-PWY,pantothenate-and-coenzyme-A-biosynthesis-I,26704.24209,15510.13283,9445.367588,19172.54634,21417.15357,26953.53328,19945.24341,15766.73969,18202.15218,17008.52779,22531.62664,24596.91807,14332.20792,22662.67062,14901.42529,11320.36544,13773.56711,15439.6429,22697.18929,10700.99638,15448.74367,16695.07942,21109.78862,11303.2978,15013.90524,21222.27053,13837.10847,17874.4922,20194.87692,24873.27719,15321.45919,12418.46224,15451.86593,22920.32897,21479.24896,24816.63142,14486.93021,17352.481,26336.24146,25496.08235,25029.67648,30757.34813,24840.00676,21251.88888,23263.95589,26146.16947,17263.61465,16154.37479,23394.97423,24741.12311,30236.19996,25289.11535,24250.4619,32000.37034,31612.50622,18743.92536,28925.60481,28663.85052,25632.68289,23244.3082,24036.52389,43289.92071,31083.89322,30001.14135,24669.93757,28314.31561,27863.60428,20114.2456,31888.64812,22605.30382,14207.71045,17656.56607,23067.57858,37790.88645,30646.63255,26171.63964,25961.25217,17070.03642,17096.08368,19678.38492,21597.60879,32265.2864,19771.26175,22213.72601,10445.7424,30899.78743,18469.61044,16362.44382,26851.48135,24167.91391,15091.09876,23113.01833,20050.07125,34744.35357,32647.14142,7955.636859,18242.81442,37387.51396,23854.38436,26506.42514,17384.20011,22792.1328,21716.60135,11653.76309
PENTOSE-P-PWY,pentose-phosphate-pathway,31094.86349,21540.97531,11491.11592,19480.6685,25166.50405,33960.89242,20904.82944,19338.06277,22375.56371,18623.39622,29123.84239,28103.52563,14869.00004,26727.8032,18365.96158,11548.20456,15313.10482,17902.12652,26396.24906,12519.0791,17823.49342,18477.96256,23206.59433,14225.72268,18798.92197,24091.83395,15842.67728,20591.05762,23487.52344,25218.89818,17534.46614,13675.40473,14287.03433,27388.91231,26552.32529,27568.98179,15679.1221,20099.38564,31657.12565,25156.4217,28723.45482,31676.57497,27356.66285,22668.76952,24657.50536,25538.52264,20427.47157,17056.874,25376.7775,29582.28947,35968.14096,26380.56301,28864.3041,36723.71195,35852.3502,17142.57871,33235.38965,34552.17369,29863.34184,23781.72731,29915.12961,35372.28103,35511.0896,33527.69766,29909.64157,36655.33323,31753.56625,22457.10553,30107.75014,18516.58802,17078.24426,19234.24901,27819.04853,48855.99037,22347.22181,23896.71375,29258.59445,26214.87968,20816.87257,18025.72254,24073.07808,39386.42591,20525.22909,24286.3027,9233.804459,36772.89902,25643.75745,17870.54288,28816.50178,29401.1637,20703.75727,25367.20782,17372.47741,41383.18854,37821.94132,8917.884524,19021.31004,44007.78451,28100.0398,25862.67829,17928.74837,27946.8,26952.59283,12429.63882
PEPTIDOGLYCANSYN-PWY,peptidoglycan-biosynthesis-I-(meso-diaminopimelate-containing),34307.81059,26732.78854,13055.10473,26659.85397,26874.07837,32148.53719,24685.51765,28456.47254,24082.26088,19960.75731,29691.53994,31996.23678,16205.77503,27478.73782,19509.80856,15465.90124,17162.55183,19226.9915,23260.34787,21267.18567,19930.02081,19024.08974,23941.61283,21269.94048,19739.84609,24794.63916,16621.39382,23714.67731,24763.53145,26373.18023,17646.32065,16285.78461,19270.70543,26070.35449,28378.81915,32718.78678,16745.85445,19614.83359,33765.77588,31518.14041,31069.59948,35562.87466,28246.89641,26718.09265,30040.95446,29016.17449,22218.77004,21532.29089,27673.46547,29760.15863,40586.24787,30109.75797,31034.30431,37223.05827,38135.89333,24246.1528,34035.43985,34860.11545,31557.20269,32469.57618,31950.75653,42602.59413,39981.21767,39185.71881,34305.12821,33437.62493,34258.11358,25904.35957,39082.37055,23980.18195,18821.20732,26302.68698,31243.99759,37938.15798,32972.28768,35392.26679,32612.59749,37683.38654,22888.23483,25275.49078,27258.03395,40045.28752,23311.90078,26430.32679,10600.42635,36526.40952,26440.55195,19853.75951,33908.37639,27852.75456,22536.88871,31180.31202,22187.20378,39921.64462,38442.9247,10124.16288,25463.52931,42856.60055,31991.82125,34351.07167,22990.31805,26576.67794,27399.81833,14571.61928
PHOSLIPSYN-PWY,superpathway-of-phospholipid-biosynthesis-I-(bacteria),43510.68605,31333.68022,15719.81621,33573.35146,33235.23655,40486.151,30783.48088,29725.23299,29208.95644,25928.6898,37023.78862,39175.52373,19836.12894,35062.34481,23574.23863,17573.62795,20693.3538,24708.06274,38499.78879,22648.18113,23997.72855,24400.04964,30884.95985,23247.69892,24566.94713,30960.3725,20361.78075,27545.29835,30350.75392,34968.01046,21699.41901,19525.77916,23296.99789,33286.39253,35033.41282,39956.5746,21639.34534,25063.07072,40844.70803,38286.92346,38262.67172,43922.59992,33241.93059,32633.90788,35014.8687,37397.45757,26504.7579,25463.54163,32282.70581,37124.33896,47235.21947,38825.48484,37140.91952,45028.96295,46004.20023,26450.48819,40665.5792,43991.04419,38197.11214,35986.35109,38878.69381,70596.16159,48352.30729,46087.16425,40959.72588,43534.11329,42330.89293,30980.21164,48690.28685,28239.05837,22627.98306,30752.14987,37239.71195,63566.81973,37892.14308,43462.23221,40423.18303,41335.9513,27534.63789,29965.52263,34268.74416,50043.22132,28764.83993,34714.6224,15963.92466,46321.26221,32925.26341,25660.16376,41538.09039,36116.12646,26856.62337,37556.84029,26197.20286,51953.21136,49111.12949,12497.03191,27308.42413,56382.41444,38087.46406,40485.39739,28822.64477,34345.44573,33562.83524,18347.16968
POLYAMINSYN3-PWY,superpathway-of-polyamine-biosynthesis-II,4082.489998,1609.03915,1350.699671,4918.817751,6654.636513,6555.404545,5691.111222,4295.622098,4405.052519,5837.231489,7047.361389,5880.346875,3815.824659,5576.699351,4140.339541,3538.798219,3228.050871,2883.979459,5229.833863,2801.435346,2960.340796,3786.908013,4913.36858,2292.606529,2734.168747,5169.696784,3607.433786,4083.649951,5105.903962,2765.778193,7182.490618,1033.739571,3910.427676,5246.028901,5648.872324,4803.169757,4632.025555,2773.25179,6413.128388,6154.777634,3983.985414,9133.657462,6416.324577,1815.294951,4814.098039,4335.191873,4355.793486,3496.598124,6076.683575,2731.092018,6058.047506,4103.750977,6132.016471,8173.021728,6853.557665,1263.228961,4906.894221,7247.177775,6454.882528,6747.031189,5104.028029,5533.482894,6836.006274,5847.169108,4849.043266,3725.51064,5639.281753,2112.442175,7402.877791,1662.242985,3265.790957,1757.081223,5363.641897,1808.926221,3030.021312,6594.225513,5829.222282,3062.201107,3815.984068,4808.436051,6177.77249,5267.494495,4260.973821,4970.824716,4555.514243,5355.100313,5745.856594,4824.579862,6127.065899,2451.822123,3422.149187,6645.67577,3058.54091,6934.283599,10211.06851,2444.863287,5883.047649,7009.780284,6501.213992,6043.6157,5388.035492,8354.512323,8354.620993,2604.28376
