pathway	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
chlorophyllide-a-biosynthesis-I-(aerobic-light-dependent)	462.8564	5467.41046	921.46954	0	2705.2387	6672.75056	615.35539	321.92669	2796.33595	2996.1835	3845.44384	171.0889	855.65275	5193.41196	2860.61114	208.22951	2010.005233	3123.21815	742.80691	130.96719	1069.3868	2099.11762	4737.81208	233.03137	1206.49246	2661.34701	2581.59092	194.474506	2924.80096	343.884683	812.34969	0	1525.21206	3515.46212	1461.4907	0	196.6553	1190.75745	8403.717	1356.67329	1155.401	5491.96079	2267.38507	811.07304	617.42773	1878.42423	916.20009	538.97788	2239.25697	5251.20181	3663.8407	571.2358	3490.76611	6413.29682	9523.14965	0	1806.84146	4485.34653	3209.4214	0	1331.55334	2166.72203	6477.99172	79.03875	1814.31558	2971.788114	4328.44004	510.3487	76.71082	3106.7417	939.96354	97.19312	8693.4342	237.11554	2672.59733	276.19086	754.9478	1874.088462	2032.57472	391.28328	509.6942	3342.31545	2202.4277	0	0	7969.31701	3193.76495	1631.1647	1673.1869	4872.251189	2521.43715	3229.27333	925.65905	773.67504	4710.38393	116.73006	401.10885	4859.37765	4235.19389	0	1060.87346	6569.1356	4986.722095	307.42978
coenzyme-A-biosynthesis-I	32847.5288	24861.18444	12221.81132	25062.41258	25317.33203	30034.94285	23411.14007	25126.27739	22480.81675	18912.0319	27852.41298	29897.7641	15463.0605	25877.75045	18381.19851	14223.55918	16096.35412	18161.49818	22090.74255	19788.64092	18864.0327	17939.15368	22651.50067	20106.99526	18581.44335	23742.00823	15484.11177	21953.10655	23416.42992	25509.65567	16993.23	15622.29012	18436.59729	25165.27159	27061.18889	30848.25679	15925.37408	18646.58018	31925.327	30041.96908	29713.08	34541.51905	27252.20205	25483.21494	27567.88163	28076.25992	21189.72378	19965.84155	26338.77151	28636.86065	38215.31485	28860.0942	29685.45327	36514.7699	36389.49948	23082.05332	32915.92807	33759.22961	30102.2856	30058.12772	30712.47703	41827.33133	37645.70941	37369.99335	32823.33615	32170.71337	32858.91908	25127.0585	35326.67713	22656.0268	17817.8917	24981.30811	28990.556	35930.22854	31058.65208	33820.7351	30070.9966	34122.07399	21474.00279	24026.44849	25029.3315	37587.18158	22132.2525	24649.98368	10223.22953	34486.93836	24989.35289	18836.2267	31492.1643	26195.36069	21022.07059	29139.05351	20764.60854	37220.41512	36581.50745	9513.50582	23481.74045	39583.72238	29853.30539	32195.3116	21342.3533	25079.7128	25778.28746	13566.48229
adenosylcobalamin-salvage-from-cobinamide-I	14539.2097	7539.78178	4637.21208	14265.53154	9450.46607	12564.04607	6039.44237	7401.69958	10553.30984	8128.4222	10676.1224	12304.9239	6549.49084	10160.68345	7151.06383	8531.94264	6880.215755	7198.6233	19359.95582	7702.64284	7202.1019	7947.26203	10681.48341	7360.52694	7945.51173	12186.1416	7562.97733	7956.911184	10495.92587	14097.25782	9762.00729	3508.6601	13074.58966	12380.69421	12747.05892	11975.55429	7619.48064	8831.19237	13698.4025	13004.38816	12746.98	17099.0596	11982.60392	7395.47103	10727.54232	12828.99294	9118.82056	6580.6448	10952.44258	15252.96794	16449.23061	13382.4037	13061.52638	19666.79973	14930.55615	5763.1219	11734.58016	18542.08499	12578.968	11234.67498	11803.27478	35310.19245	15408.57776	12969.06788	13231.12506	21787.75077	13809.84285	7871.1574	13000.85096	6145.8546	8051.40454	9289.60683	13219.7535	33051.78136	5581.95237	14023.29392	14251.8574	5748.785935	6844.05975	8293.16028	10239.7707	17234.59939	9141.1985	10829.85147	7452.32585	16240.68426	8283.35284	8044.4761	11806.3762	14067.14678	5838.79515	12396.78951	5839.30864	18807.35628	17461.46295	3783.22347	9159.43622	21906.95488	10890.58588	9932.3813	10689.69735	12050.3399	12195.28593	4861.05041
reductive-acetyl-coenzyme-A-pathway	416.7613	244.67616	612.32678	6823.14608	380.93781	162.94372	94.38541	1585.85192	201.16375	0	94.352721	756.1471	173.03349	0	108.72548	288.2362	321.298443	0	23.88574	1872.73971	223.5045	30.557	104.74039	1791.50564	271.76239	13.3025	116.48896	1457.215113	852.91559	0	19.96149	614.74616	177.9432	61.05306	160.34762	1041.92448	129.47146	0	232.9113	2104.78717	392.1373	86.06848	79.64493	2030.87367	768.87424	26.58315	0	1564.59492	141.84338	23.97021	485.02352	888.6641	131.4116	45.21592	66.54895	1220.5374	99.61512	35.94084	202.5439	2504.50471	147.33776	0	147.46405	915.96981	720.24243	0	0	658.6001	652.44286	367.8241	42.58623	2095.89576	521.7429	19.91839	144.88037	5615.87054	838.008	58.612572	222.1333	1591.06538	822.7389	123.41971	592.8932	0	19.88116	47.90364	106.26626	344.1417	348.9591	47.852387	54.56122	750.46768	273.705	0	128.8105	308.17877	692.5301	75.8026	678.06146	2097.9837	1529.10086	0	139.246148	780.97151
colanic-acid-building-blocks-biosynthesis	14785.6738	14806.27394	5705.21276	12145.79746	14732.68753	20908.37593	10032.59304	7245.12091	13399.01187	13711.4827	16029.03476	12693.9547	8887.99308	17604.05047	10613.99998	4632.59582	8023.532902	12041.13228	26266.99193	5355.29188	8119.0498	11980.82844	15811.85213	6067.99121	9800.35884	19482.70259	10494.36241	8787.201237	14413.25215	20323.28535	12576.68527	4353.44927	10296.68694	20234.76342	16002.4208	13211.66828	9093.68367	15172.66618	20868.5809	15623.54355	11824.32	27971.63933	13540.2459	9538.25497	11701.22916	19085.60187	8151.402	6052.16631	12395.43422	25739.04892	18382.78554	14513.175	16121.42386	29456.18822	23561.08517	4142.78754	12466.16489	24759.67018	16689.4595	9047.16108	11749.9053	44115.62883	22122.52499	12582.74736	14366.56318	28569.63244	18052.64533	8030.7436	15471.30045	9655.2036	7252.24352	7750.03111	19384.117	14352.02901	9351.91947	14949.59807	13929.612	9850.878756	10059.73912	8908.00583	11516.4866	27160.46054	10800.142	11542.6982	9222.6529	24482.56113	11933.2986	11676.4111	15130.2025	19041.65151	9677.4178	14255.93972	8113.43962	31549.99932	23183.08246	4601.40896	8841.02713	36584.52721	15691.31416	11521.8251	10029.15636	20634.3623	18102.215	6356.03227
superpathway-of-aromatic-amino-acid-biosynthesis	38195.8087	17527.78674	13401.77908	27672.57886	29338.4811	36095.65008	26099.26778	24239.46117	25652.73139	23157.9858	32362.42996	33116.2585	17794.37518	31459.62088	21214.85974	16209.63666	18295.56604	22910.94908	30418.59557	18435.44591	21246.948	22437.68596	27997.37224	19514.89664	21694.46299	29032.20498	18301.39916	23250.20534	27689.19556	32747.21332	21269.68815	15809.4437	21754.20285	31246.32816	31602.58898	31888.11899	19245.11948	23662.3883	36845.4006	33753.5136	34071.6	40311.84228	32896.70912	24781.82144	31247.27579	34366.84508	24956.35308	21075.50824	30944.27831	35457.73781	42774.29858	33313.4265	34780.4255	41677.2358	42420.83654	23562.17315	38133.73693	39825.39768	35854.4172	31829.16863	34818.45307	56702.17942	44069.27467	40066.1163	35576.46025	39727.2539	38472.31497	26445.4335	43509.97187	26403.4748	20755.96412	25242.25202	33284.6284	54510.81193	35504.70046	35876.70321	35443.954	40279.86448	24119.34888	25726.50372	29593.9093	46774.44248	26116.5592	28894.18712	13619.96361	42842.39172	28061.11357	22341.8955	35297.7385	33438.65696	23199.81795	29072.05927	23674.97729	45853.51958	44455.57458	10193.67129	23779.5469	50451.70417	33640.80331	33559.8272	23064.55296	30654.9602	30870.48152	15543.20246
creatinine-degradation-I	2846.422	977.26096	772.47175	1663.95929	1341.77961	2532.21898	855.43499	340.49111	2262.30148	3239.371	2014.733005	1222.9593	715.73209	3845.11538	924.29624	0	1320.77831	2645.46898	179.77145	277.04697	1805.9943	4036.54585	2295.88801	0	2820.56835	2176.6049	1590.96122	1611.546698	3066.66791	6304.659666	1301.56865	690.21453	1572.4422	4299.09435	5804.44535	1507.02791	853.47279	2100.65307	2232.2902	2116.10885	3144.045	3898.94893	1488.97268	1236.72247	1935.76319	4535.98445	1624.27019	1188.63028	1181.85353	4036.4593	5470.86082	724.8929	1879.14108	3495.76952	3308.34499	252.62389	2315.88044	4062.59697	2289.094	928.09745	2837.97797	3811.97653	4234.00043	1676.50918	2449.71837	5243.000784	3037.3271	1560.0392	2908.57522	1514.6971	1659.1555	1394.09439	6891.4313	2283.27369	566.71363	1115.2535	3673.0794	454.892799	1760.06739	1033.0713	1087.4227	1944.2431	1791.0339	1514.1272	837.76841	3185.26188	855.36332	1902.8851	1607.4801	1030.993867	640.45931	2798.41613	1488.10013	5282.5316	2740.37165	692.52247	1259.80213	6680.66896	1194.2169	1100.2468	2037.49749	2147.1684	1553.895232	298.51451
L-lysine-biosynthesis-I	33941.3712	14704.9204	11703.34418	20480.42651	25543.72199	32842.37361	23670.25517	12323.81885	22145.52393	20533.6365	28544.18944	26963.6429	15853.09397	28527.95745	18072.19962	12821.12413	15061.48921	20027.72859	29096.0341	10801.44825	18700.4762	20766.37283	23465.16288	12946.30771	19406.15879	27006.47142	15385.85774	18523.98692	24254.29922	30852.05323	19282.6563	12787.66738	19117.09688	29040.36514	29673.69936	25663.06096	17382.38558	21388.12536	30647.9925	25524.16191	30833.07	36633.78767	27955.11388	20092.99474	25021.18385	31678.86895	22687.81636	15581.79723	26858.86865	30829.82318	37185.8404	27010.0269	30463.07259	39026.07715	35791.01916	17429.33325	33698.06319	36934.3562	31827.9559	21562.90348	31474.93091	49435.86495	37199.00474	32476.62988	29851.12393	37019.89472	33554.03155	23890.4273	36856.0043	17646.5095	18202.93875	17515.92027	25060.1121	48560.01501	20875.08554	25765.99905	29333.6388	25910.55324	20307.41624	19383.87064	24552.3915	40803.46486	21901.8454	24540.39054	12593.51148	36431.2878	25140.63268	18251.0499	28573.9202	29577.28959	20537.75378	22084.13134	17520.98507	44284.96686	38657.82111	8609.98262	16252.36654	46566.16713	27788.98915	25275.7935	18322.33188	28470.5891	26103.25766	12691.02421
nitrate-reduction-I-(denitrification)	2677.3389	31.83809	466.36456	0	1637.34291	668.39494	1996.39123	84.63642	2066.88956	293.1779	1467.47415	0	859.40531	443.34618	1058.70745	363.46898	1391.840577	1792.29829	113.55482	0	2359.0981	470.78767	855.31812	279.43515	2885.30725	1814.31006	861.62078	401.530808	2155.54606	2657.238245	483.59347	128.80327	1397.73746	2289.71926	1856.65982	0	1561.02185	1447.6991	1692.5193	1157.28236	3614.406	3494.73185	725.49839	0	1751.92399	733.98747	1710.09215	80.89213	1120.48818	4238.80974	4888.24457	420.4185	1269.67092	3701.33214	1980.59284	206.38403	1488.1423	2688.38764	1397.6806	66.50684	2697.30625	2415.57836	2297.94572	556.78088	1834.07894	2259.956682	1661.64332	994.6608	1939.69645	703.8976	957.18434	210.39244	3183.2818	557.39748	585.43085	271.04522	3958.2509	556.915352	1474.14241	58.48039	2185.9943	3067.62184	1226.9858	0	1071.05636	1454.84992	2111.91197	334.1189	997.6701	1231.489664	1521.69311	551.05056	1417.00969	1847.36287	1180.80573	191.07296	1599.30195	2132.25068	855.68116	0	1593.16251	1056.5832	1351.559749	394.84762
superpathway-of-purine-nucleotides-de-novo-biosynthesis-II	30973.6829	18018.98815	12113.43398	22656.538	25482.22309	26108.74626	23969.75479	19116.23257	22324.14709	16022.1363	27928.09585	29232.3971	15207.73481	20131.31985	18139.41372	12558.34289	15721.61312	15151.06234	13521.32578	16178.89803	18137.9323	13774.91363	19875.92873	18134.99423	17980.14824	21122.55351	15259.1635	21151.05005	22508.99286	22737.18793	15096.94554	14289.25346	17471.44853	21047.07864	24630.40586	28584.74783	15415.55893	15788.35122	29581.4516	28360.54387	27165.66	27317.32137	22595.13915	23231.45785	28080.68337	21860.32963	20308.97049	19361.42607	23295.93801	21154.14333	37671.65975	27719.0558	27723.8185	30517.91021	31877.36244	22600.79543	30482.21363	29421.09748	28178.5748	27574.49817	29616.98212	12308.84055	36092.22318	35916.11954	31659.476	21612.4394	31617.89167	24224.555	38019.51784	16395.6068	17039.41742	22496.9408	28687.3008	9231.12418	23327.05282	31753.24161	29843.0316	28862.87292	21347.7721	23236.63942	25235.3205	32455.75566	21731.254	24730.53017	8702.36318	29333.9531	24996.50555	17753.8851	31081.0529	21350.06373	20923.92355	26471.1741	20216.12392	29393.08698	35662.06875	9195.07216	19657.75977	31491.66282	30044.81365	30454.8312	20518.12231	20906.9371	25572.13354	13291.44764
glucose-degradation-(oxidative)	3256.6454	1703.81565	1241.58231	3522.56395	3072.18613	5152.08307	1973.0845	421.26514	2293.23686	4846.0006	3083.478479	2295.8598	1642.17159	5786.84778	2094.11876	409.96821	1510.110127	2995.76297	18828.71382	398.57754	1407.8383	3922.15171	3473.40121	370.20642	1641.58653	2949.31492	1902.53016	1559.364597	1887.2033	3797.758705	4105.92359	805.08579	1309.52027	3059.35181	3228.19688	3426.27015	2619.61179	2052.37179	2943.136	2959.43751	3173.024	1631.0523	3586.58873	1812.60466	1398.01001	4417.74828	2596.95494	863.13207	2820.39653	1026.39196	1531.62451	2148.9304	2680.1035	1495.86849	4064.12837	0	2210.949	2917.42441	2911.3711	1296.94308	1849.58123	8926.83446	4830.63586	2096.92091	1965.91862	4423.303573	2880.43879	940.3094	3061.16781	630.2015	1761.83006	1585.63813	1413.0478	33715.71359	1781.65185	1948.94903	3003.1697	2684.726339	1575.75494	1634.07718	2856.7511	3052.90231	2809.8492	3397.20193	3562.38191	5830.23162	2026.50728	2403.1797	3631.0195	6389.105486	1106.56345	2151.33808	1589.54749	7620.73757	6305.97139	1043.67259	1422.97508	7610.78057	1995.86303	2045.7251	3121.24797	5860.2555	3004.493154	1933.60365
dTDP-L-rhamnose-biosynthesis-I	26596.4784	13269.28498	8789.08544	18006.28982	20937.95596	26448.81633	18502.49076	12315.59797	19666.06815	19590.7923	22193.76493	22602.1251	12209.5619	24390.17913	15243.84052	12488.38313	12356.80613	17238.63519	27106.27074	8343.11593	14952.4719	17521.77333	18338.39039	10008.59472	16331.26158	23874.81382	13977.40608	14544.29045	19614.68489	25474.96069	15167.30001	10365.92156	12878.15138	24698.07388	22592.49356	20389.20366	13888.00509	17865.71748	26438.1188	21856.14124	23902.59	34193.60986	23437.44454	14716.67728	19091.46081	29735.18936	17919.57799	11694.08103	22604.98669	26486.27493	30600.97984	21373.6034	25823.38106	34377.72383	29578.34354	11935.24584	29796.92271	33403.76683	25110.765	18175.72654	24437.90085	46357.43144	32905.13974	27029.84639	22652.10585	35016.27839	28727.17033	17033.7275	30758.70812	12213.98	15148.9783	13602.2823	23257.6214	42664.37718	12483.71648	20514.64642	24350.3869	34356.46991	17260.24725	13643.66345	20484.5565	39202.50692	17321.4367	19335.1634	10733.1305	32335.1609	19740.34944	16206.9491	22309.1292	26241.25583	17065.55677	17947.62421	10343.72736	36059.47973	31488.55052	6828.64572	14032.72188	37835.72269	22590.17617	18822.5655	12971.38151	24983.7729	21080.30339	9645.41765
enterobacterial-common-antigen-biosynthesis	1087.2145	417.28471	456.41739	0	3296.0068	2098.56152	1698.23107	0	2018.01896	729.4683	3454.658307	202.9472	2020.261	929.35621	1765.24177	49.78238	978.947028	146.73182	1613.64847	54.36819	593.9088	302.764	2648.04695	0	1603.93493	780.08091	3615.09474	1007.394839	2542.4988	290.661191	4506.65243	244.07963	2293.00214	1390.87615	2270.80685	915.04982	2648.16781	194.29847	3002.6728	267.84504	667.4534	2445.93929	4576.31942	462.50272	661.24569	782.39747	1793.92451	102.92939	3738.32469	535.64906	3264.75243	621.4937	3103.96292	823.61733	2522.54307	76.59901	1235.79614	2237.85732	3911.8261	196.19753	1970.93941	110.29656	2239.14581	1120.1535	1240.5277	1197.534777	2635.2237	207.7456	1229.11136	1028.9196	1334.50948	73.89633	158.8678	303.47018	534.74816	150.04886	350.531	39.397341	1154.22209	59.69246	778.3471	546.40629	962.6617	296.16745	1491.8999	721.74533	1366.60623	473.0232	1416.6942	151.630292	1283.91416	78.47517	645.05182	1759.59336	4313.98445	714.06393	776.93042	3690.76688	3072.79123	952.6614	1108.00679	1531.4219	5493.017513	472.59751
enterobactin-biosynthesis	10795.675	2537.34715	2068.59451	2166.22371	5970.34082	11046.47932	8093.11775	464.07802	5959.69166	2646.8839	7620.365035	2571.607	2230.35931	3291.57271	3979.05867	1644.26293	2776.579397	3063.16684	1369.28001	140.20483	5793.9255	2370.03295	4671.17309	1417.88768	7624.11395	9207.97131	6633.19175	1847.374395	9592.12029	8631.323192	3112.77186	1448.43328	4172.49741	10285.59885	7163.88791	3123.51561	5981.59124	7980.64113	6915.3183	4710.51596	10561.09	12369.50442	6153.59397	1851.25541	7083.35221	2774.64885	6097.21774	4119.01573	6193.89409	12907.10253	15381.6346	3358.112	6944.02318	16657.96151	6107.77075	1759.36514	5841.56348	16089.96153	6849.2928	2971.54135	8570.55741	8039.97903	6795.6907	4057.97448	4832.46384	20388.59311	7008.56165	4064.7364	7223.51076	3566.4378	6144.12689	3888.87483	8492.6068	918.56245	3394.81543	1503.65341	11649.6526	386.08205	6547.11958	2675.93024	5884.7937	10155.64178	2557.8846	4124.76377	876.82226	5821.66343	7762.97378	3821.307	2087.2202	4837.378871	6354.2971	1580.61536	2967.8651	16107.43514	7742.97712	2932.07832	4567.639	22348.35194	5050.11103	3269.0201	5327.23963	7178.0125	7091.824129	2062.58801
fatty-acid-&beta;-oxidation-I	32664.1121	12864.77648	8207.82425	17219.58043	22120.72837	31873.12631	17261.32179	5313.89336	17940.31463	21922.3138	22220.84579	21990.6216	16782.78908	26509.63622	14322.99827	7107.03935	13160.73539	17387.21604	45089.29884	3160.15272	13089.5413	22223.98111	22371.4038	3759.66131	15894.81849	38681.92834	13942.07625	13754.69306	22627.0499	48230.53727	25661.152	8939.11767	20671.14376	37238.05395	28018.75638	23463.83693	18804.13628	28673.68496	23365.4592	22689.06714	29070.38	41744.31908	32366.45704	18499.355	19431.72522	38196.79869	24724.60435	14417.09218	26265.22153	34650.57278	27896.07085	25277.8463	26469.0201	48388.40628	29571.39716	10456.68715	27090.65	44709.90325	28907.6681	12426.38594	23911.18754	81560.07247	28068.15245	24175.1655	21273.8663	55615.83648	28865.72584	17501.9185	42927.65945	10513.3586	16095.41668	14595.0133	18634.4809	75600.11257	10534.74493	25187.47039	27685.8401	14650.33705	14873.86537	17082.75688	20569.214	44341.1348	21446.3658	25446.41892	20458.28498	36106.47574	14807.04102	20221.1357	24376.3725	32984.66589	10857.09845	18819.04273	14379.61653	59390.29617	37785.09255	7885.30821	10869.91329	62531.75393	19813.18524	19922.4393	18853.16526	31941.375	23668.20625	11242.40343
fatty-acid-elongation----saturated	31418.3707	16272.04523	11462.72396	20632.48547	27418.17641	33984.47335	25797.7757	10888.67473	21113.48904	25189.3364	30960.41504	23648.5442	14652.46335	31838.47723	19171.58688	10794.06975	15328.72028	22385.4099	39115.91113	6753.69959	18413.131	22235.50854	26408.70106	7969.70244	19601.24371	31114.36645	17573.36321	13959.98044	23065.38714	37302.27877	28436.16484	9616.14958	25118.00703	32500.77159	36254.38304	22638.27651	21949.31308	23709.74137	37122.0427	25450.49889	31419.15	48944.75287	35768.99955	15772.51008	24122.67675	50203.41169	28593.0022	14399.16321	30145.48621	36657.24168	37977.66803	26015.1107	31408.88173	46909.49155	41654.4	11464.79725	30141.28316	43832.33184	35678.6286	15670.18624	33299.81077	74337.59418	41184.91237	27080.20349	29470.20923	41422.78214	36604.61098	18364.9033	40624.15421	23924.0932	20683.72973	12315.82371	30481.3682	68613.04928	34125.2007	27073.24983	28860.923	48321.53531	19674.00191	19199.3426	24538.5415	54951.71972	24355.2146	22500.28811	16817.43116	44135.54926	27507.42995	19497.4778	28391.0924	36958.0199	21084.11548	22088.06156	22325.40395	48392.34192	43144.48018	8422.92268	14476.40558	49404.61877	27500.42016	23276.8151	19394.9894	30753.5941	29929.74641	10327.54874
superpathway-of-fatty-acid-biosynthesis-initiation-(E.-coli)	28098.5234	13937.7614	9343.42175	17285.55946	24778.58719	26898.49522	23404.87255	6108.7851	17425.30574	22442.1282	27690.95892	20230.009	12654.01523	27470.98623	15868.01778	5576.98921	12162.69249	15211.82509	32795.57377	2757.98312	13852.0313	18168.94664	23876.35069	4808.65503	15058.06768	22303.1391	14313.01059	11659.48781	17657.22045	29714.26483	24587.39361	7720.19618	20952.74449	25470.03056	29306.61302	20087.7463	20579.58291	17830.18132	28721.5931	21924.52719	26254.29	33111.07726	31718.24938	13912.96215	18239.80058	43211.6575	25030.23496	9827.56754	25292.79572	20559.84082	24515.13199	24697.4658	28029.41083	29356.86872	32350.29336	3234.94798	22315.30774	33784.13201	31081.9775	11263.38779	26500.42565	67438.27284	32666.34042	20900.87223	21631.50766	32973.24943	32036.43466	13406.7411	39053.24883	12405.3317	18706.99228	10504.94027	17986.9501	55096.63121	15468.56956	23759.7833	23694.1891	20535.16915	15391.19063	14540.95854	21693.9983	42696.35169	21763.1729	22030.47332	15608.20124	36093.30338	23707.45621	18175.5625	25417.6048	31830.53107	15883.80382	18276.97617	13521.69926	41744.77687	39208.25758	7595.7202	11142.57252	42706.80546	22031.86853	17844.0833	16530.28415	28285.8162	26051.98315	9996.66901
mixed-acid-fermentation	23270.5921	16652.47892	8824.9356	16566.77613	23663.54106	26589.9082	21650.64105	18280.67331	19189.08622	18323.9673	26561.66671	23881.2513	12561.76986	23212.05918	17012.60923	10685.32224	13259.359	14710.59326	25949.86206	9399.72425	15201.3044	15690.02625	21236.55064	11196.38098	15244.42495	20090.65479	14963.37183	16838.9701	20409.7519	19679.24856	18848.65631	10006.36115	16775.1823	20386.85618	22887.79932	21922.13667	14584.45812	14473.08179	28525.2451	22826.50105	22151.82	30182.47973	25871.9917	16014.3198	20266.02497	26337.52749	19168.45223	14921.76724	21754.4001	22066.73443	30812.15577	22064.4407	24953.06712	30566.10909	31331.14359	14803.2531	26743.3479	28148.7795	26380.8247	20843.83292	25544.29232	41479.23067	33755.12309	29239.00184	24376.77971	26636.00027	28082.83241	16729.5579	34518.70825	16099.615	14151.4332	15754.02064	23349.4912	41827.82827	19940.94838	23312.33353	24054.9912	21072.03128	17500.93709	16883.29405	20225.5466	29302.20989	18542.4802	19680.78569	11669.96082	29070.09379	22468.47881	15561.1633	25316.8635	21574.03373	18644.17066	21475.718	14364.10712	32138.36696	33501.66312	7524.60283	17674.16563	37426.08406	25524.16069	22295.6861	14755.63824	24213.0511	25610.10189	10910.61154
